account_id,email,phone,first_name,last_name,dob,device_id,device_type,signup_ts,country,city,channel,engagement_count
1038445,phadri.crafiz.p097783@brand-example.test,+999000097783,Phadri,Crafiz,1977-09-17,DEV-0425e4c2a207,TABLET,1731585600000,U.S.,new town,mobile app,115
1065541,joryev.korpha.p228845@brand-example.test,+999000228845,Joryev,Korpha,1997-01-19,DEV-2c32da368ec2,smartphone,2024-09-11 17:30:00,United States,lake town,APP,32
1040058,shawul.crawul.p163623@brand-example.test,+999000163623,Shawul,Crawul,1980-03-06,UNIVERSITY-LAB-4208,Tablet,2024-12-18 17:30:00,Australia,lake town,APP,33
1032043,guicam.nanbiv.p198993@brand-example.test,+999000198993,Guicam,Nanbiv,1993-12-07,DEV-08e38cbe12e4,kiosk,2025/07/19 12:00:00,United States,metrocity,App,22
1075508,xonzex.wultur.p035937@brand-example.test,+999000035937,,Wultur,1994-10-27,DEV-4aaf268464c2,Desktop,2024-05-27T12:00:00+00:00,GBR,LakeTown,mobile app,89
1058220,noxjor.wulgui.p106618@brand-example.test,+999000106618,Noxjor,Wulgui,1965-02-15,DEV-69fff1ab7387,Tablet,12-09-25 12:00,india,lake town,app,4
1004625,sulpre.bivjor.p217026@brand-example.test,+999000217026,Sulpre,Bivjor,1950-03-22,DEV-8f3e0c0cd9e2,DESKTOP,2024-10-09 17:30:00,India,METROCITY,mobile app,40
7000085,bivmab.zexwul.u7000085@brand-example.test,,Bivmab,Zexwul,,DEV-201916109b4a,mobile,2026/04/03 11:58:35,AUSTRALIA,metro-city,App,1
1047433,railek.birsul.p051165@brand-example.test,+999000051165,Railek,Birsul,1955-01-26,DEV-ea482e6e9e38,kiosk,2026-03-17T12:00:00+00:00,United Kingdom,metrocity,APP,101
1001381,nancra.bivnan.p009754@brand-example.test,+999000009754,Nancra,Bivnan,1970-08-09,DEV-9c825b8e1119,desk,2025/03/28 12:00:00,india,Lake Town,mobile app,75
1008027,shalon.yevpre.p266685@brand-example.test,+999000266685,Shalon,Yevpre,1988-07-13,DEV-8986da9e5b69,KIOSK,2024-08-20T12:00:00+00:00,AU,New Town,APP,82
1102234,xoncra.noxdri.p104580@brand-example.test,+999000104580,Xoncra,Noxdri,1970-01-01,DEV-d9ed4172ae7b,TABLET,1763208000000,GB,LAKETOWN,mobile app,8
1020889,drifiz.jorpre.p270953@brand-example.test,+999000270953,Drifiz,Jorpre,1955-03-26,DEV-24f315c28149,pc,2026/03/30 12:00:00,USA,HILLVIEW,App,54
1009747,shagui.guisul.p079640@brand-example.test,+999000079640,Shagui,Guisul,1996-06-24,UNIVERSITY-LAB-0241,smartphone,2024/06/08 12:00:00,IND,HILLVIEW,mobile app,7
1086507,jornox.vexqur.p221640@brand-example.test,+999000221640,Jornox,Vexqur,1968-09-17,DEV-f753df6314e3,event kiosk,2025-08-05T12:00:00+00:00,India,hill view,mobile app,109
1007817,noxbir.birnox.p046572@brand-example.test,+999000046572,Noxbir,Birnox,1980-03-09,DEV-378823dcc55f,event kiosk,03-19-25 12:00,IN,greenfield,APP,1
1040881,crayev.qurpav.p255755@brand-example.test,+999000255755,Crayev,Qurpav,1947-04-03,DEV-0d12692109b2,desk,20-02-2025 12:00:00,united kingdom,NewTown,APP,6
1112159,sekrai.pavfiz.p242514@brand-example.test,+999000242514,Sekrai,Pavfiz,1943-03-18,DEV-f71bac904117,kiosk,2025/11/06 12:00:00,UK,Metrocity,APP,56
1041080,ricam.bivwul.p012631@brand-example.test,+999000012631," ""quoted, comma""","Bivwul
 multiline note",1955-07-25,KIOSK-DEVICE-1,Desktop,1723896000000,india,greenfield,app,1
1076729,fizsek.yevri.p009789@brand-example.test,+999000009789,Fizsek,"Yevri
 multiline note",1981-06-04,UNIVERSITY-LAB-7339,pc,06-07-24 12:00,INDIA,Hillview,App,91
1069996,mabsha.lonxon.p019835@brand-example.test,+999000019835,Mabsha,Lonxon,1992-09-22,DEV-46cc816198d0,kiosk,2024/09/20 12:00:00,AU,Laketown,APP,93
1042093,vexsek.raisha.p254401@brand-example.test,,Vexsek,Raisha,1970-06-21,DEV-68aa33cbbb6f,Desktop,2024-09-11 17:30:00,AUS,HILLVIEW,app,99
1031506,prelek.nanlek.p164127@brand-example.test,+999000164127,,Nanlek,2003-08-19,DEV-6bf67005d839,ipad,1728907200000,AUSTRALIA,Hill-View,mobile app,7
1071069,qa+001@staff.test,+999000182981,load-test,QA,1964-06-15,DEV-4a8bb7162dd5,desk,05-18-24 12:00,United Kingdom,Green Field,APP,23
1047428,seknox.sulkor.p059259@brand-example.test,+999000059259,Seknox,Sulkor,1964-01-24,KIOSK-DEVICE-1,Tablet,2025-07-12 17:30:00,INDIA,Metro City,mobile app,2
1023785,guiwul.qursek.p074873@brand-example.test,,Guiwul,Qursek,1983-04-07,DEV-aaddcb82d90a,mob,2025-08-07T12:00:00+00:00,IN,greenfield,APP,36
1105451,vexcra.fizlon.p124780@brand-example.test,+999000124780,Vexcra,Fizlon,1992-05-08,DEV-7ebb053454d1,mob,2024/05/22 12:00:00,IN,NEWTOWN,APP,45
1083395,camyev.lekdri.p010789@brand-example.test,+999000010789,Camyev,Lekdri,1999-12-25,DEV-462c31148d83,check-in kiosk,2024/08/07 12:00:00,united states,Hillview,App,78
1103159,phaqur.birwul.p265764@brand-example.test,+999000265764,Phaqur,Birwul,1976-02-14,KIOSK-DEVICE-1,mobile,2024/07/20 12:00:00,AUSTRALIA,metro-city,mobile app,30
1048455,bivte.mabsha.p143352@brand-example.test,+999000143352,Bivte,Mabsha,1946-10-13,DEV-0a82ab3927c2,check-in kiosk,09-19-24 12:00,united states,Green-Field,app,94
1080177,birnox.sulcam.p194527@brand-example.test,+999000194527,Birnox,Sulcam,1990-01-26,DEV-ec3f57a0ae1f,Kiosk,08-09-2025 12:00:00,united states,Laketown,app,67
1054182,lekri.wulxon.p136738@brand-example.test,+999000136738,Lekri,Wulxon,1982-07-11,DEV-92e16ff8df6a,ipad,2025-04-28 17:30:00,US,lake town,app,68
1026670,vexxon.korjor.p212187@brand-example.test,,Vexxon,Korjor,1938-12-24,DEV-7a7cb61f6f68,pc,07-04-2025 12:00:00,US,Metrocity,mobile app,116
1042620,xonlek.turgui.p103776@brand-example.test,+999000103776,Xonlek,Turgui,1995-07-06,DEV-ccfee754cbc4,mob,06-03-2025 12:00:00,U.S.,Greenfield,mobile app,42
1094575,longui.pretur.p079867@brand-example.test,+999000079867,"Longui ""quoted, comma""",Pretur,1981-01-22,DEV-573a086a2401,Mobile,07-26-24 12:00,australia,HILLVIEW,APP,1
1089600,lekpre.raite.p064481@brand-example.test,+999000064481,Lekpre,Raite,1970-01-15,KIOSK-DEVICE-1,Kiosk,2026/02/08 12:00:00,USA,hill view,mobile app,32
1016549,turyev.pavte.p171621@brand-example.test,+999000171621,,Pavte,1977-01-16,DEV-386d079ae05d,ipad,12-16-25 12:00,GB,greenfield,App,90
1057180,bivnan.phalon.p029817@brand-example.test,+999000029817,Bivnan,Phalon,1974-11-16,DEV-03a0f054678f,mob,2025-05-03 17:30:00,United Kingdom,Green-Field,app,59
1096574,fizdri.wultur.p042454@brand-example.test,+999000042454,"Fizdri
 multiline note","Wultur ""quoted, comma""",1978-01-09,DEV-ed8acbc6ee9d,MOBILE,2025-05-18 17:30:00,AUS,GREENFIELD,App,69
1020153,lonyev.tebiv.p224234@brand-example.test,+999000224234,Lonyev,Tebiv,1954-12-06,DEV-33d023c0bc16,Kiosk,01-06-25 12:00,AU,HILLVIEW,mobile app,53
7000305,dritur.guikor.u7000305@brand-example.test,,Dritur,Guikor,,DEV-5050a99137df,check-in kiosk,1775217595000,USA,GREENFIELD,App,4
1040461,birzex.yevrai.p249251@brand-example.test,+999000249251,Birzex,Yevrai,1960-04-19,DEV-b11788409a16,pc,2024-06-09 17:30:00,IN,Metrocity,mobile app,103
1055053,dripha.guipre.p217085@brand-example.test,+999000217085,Dripha,Guipre,1987-01-26,DEV-55abfba3b72b,MOBILE,01-02-2026 12:00:00,USA,Hill View,app,9
1042231,bivpha.mabnox.p257500@brand-example.test,+999000257500,Bivpha,Mabnox,1941-05-13,KIOSK-DEVICE-1,pc,1725105600000,australia,Hill View,App,75
1086045,sulwul.yevpha.p242454@brand-example.test,+999000242454,Sulwul,Yevpha,1972-09-17,DEV-54a0a7151210,pc,2026-02-09T12:00:00+00:00,united states,New Town,app,70
1051091,noxxon.rimab.p175672@brand-example.test,+999000175672,Noxxon,Rimab,1993-04-20,DEV-2ccb59f87930,mobile,15-10-2024 12:00:00,Australia,Lake Town,mobile app,54
1011694,phapav.bivrai.p017283@brand-example.test,+999000017283,Phapav,Bivrai,1950-01-28,KIOSK-DEVICE-1,TABLET,13-06-2024 12:00:00,india,Green Field,APP,17
1018795,raigui.shajor.p121625@brand-example.test,,,Shajor,1991-01-01,DEV-29a71879275b,MOBILE,18-06-2025 12:00:00,GBR,LAKETOWN,mobile app,45
1079280,fizgui.ridri.p116378@brand-example.test,+999000116378,"Fizgui ""quoted, comma""",Ridri,1948-03-07,DEV-ea40dea07d96,ipad,2024/08/12 12:00:00,India,Green Field,APP,15
1032166,qurte.ripav.p110524@brand-example.test,+999000110524,Qurte,Ripav,1999-06-19,DEV-eb7410cb3cc7,kiosk,10-21-25 12:00,IN,hill view,app,86
1046638,pavqur.riri.p121275@brand-example.test,+999000121275,Pavqur,Riri,1975-09-05,DEV-b1a9165bdb1a,desktop,2024-08-29 17:30:00,US,NEWTOWN,mobile app,9
1018459,loncra.ribiv.p042131@brand-example.test,+999000042131,Loncra,Ribiv,1997-04-27,DEV-1fbb744e99b6,Kiosk,2024/12/08 12:00:00,AUSTRALIA,metro-city,mobile app,15
1040218,nanqur.raitur.p264888@brand-example.test,+999000264888,Nanqur,Raitur,1992-03-01,DEV-0d7ae0714867,Kiosk,2025-04-12T12:00:00+00:00,AUSTRALIA,Green Field,mobile app,18
7001215,tegui.zexnan.u7001215@brand-example.test,,Tegui,Zexnan,,DEV-175702e99f38,check-in kiosk,2026-04-03T11:59:45+00:00,india,Newtown,App,4
1016402,noxbiv.guivex.p254800@brand-example.test,+999000254800,Noxbiv,Guivex hello नमस्ते यार,1959-04-15,DEV-5ac558cc1316,mobile,08-23-25 12:00,India,Hill-View,APP,14
1110543,tegui.yevrai.p047293@brand-example.test,+999000047293,Tegui,Yevrai hello नमस्ते यार,1942-10-08,DEV-cc8d87a4622a,TABLET,24-03-2026 12:00:00,AUS,Greenfield,mobile app,68
1037052,zexpre.pretur.p131592@brand-example.test,+999000131592,Zexpre,Pretur,1962-04-27,DEV-4717cee9e9fc,kiosk,2024-06-24 17:30:00,IN,NewTown,App,37
1068204,fizbir.mabrai.p152106@brand-example.test,+999000152106,Fizbir,Mabrai,1946-08-23,DEV-1c8a466ade08,tab,04-10-2025 12:00:00,india,Hill View,mobile app,100
1065168,lonbir.mabrai.p012522@brand-example.test,,Lonbir,"Mabrai
 multiline note",1983-10-07,DEV-074eb91179a4,mobile,2026-03-31 17:30:00,GBR,Lake Town,App,83
1076137,mabpav.drimab.p157708@brand-example.test,+999000157708,Mabpav,Drimab,1984-08-09,DEV-aced09b8bdca,ipad,1774353600000,GBR,hill view,app,85
7000943,pavkor.xonlon.u7000943@brand-example.test,,Pavkor,Xonlon,,DEV-0d7a66b41f64,check-in kiosk,04-03-26 11:59,india,LAKETOWN,App,5
1084866,fizvex.xonjor.p097328@brand-example.test,+999000097328,"Fizvex ""quoted, comma""",Xonjor,1940-06-14,UNIVERSITY-LAB-6343,mob,1752926400000,united states,NEWTOWN,App,56
1062547,pavfiz.raidri.p129131@brand-example.test,+999000129131,Pavfiz,Raidri,1967-01-01,DEV-76b04f81803f,Tablet,04-03-2025 12:00:00,united kingdom,Hillview,app,28
1008275,xoncra.sulkor.p248875@brand-example.test,+999000248875,"Xoncra ""quoted, comma""",Sulkor,1975-09-24,UNIVERSITY-LAB-5355,DESKTOP,03-10-26 12:00,GBR,New Town,APP,80
1018235,seklek.lonkor.p040571@brand-example.test,+999000040571,Seklek,Lonkor,1941-07-23,DEV-dee51d1c35bd,kiosk,2025-01-08 17:30:00,US,NEWTOWN,APP,8
1100814,tursha.ripha.p153661@brand-example.test,+999000153661,Tursha,Ripha,1993-02-08,DEV-f60da0851ce7,mob,2024/09/25 12:00:00,india,New Town,APP,32
1006758,lonpha.birwul.p076764@brand-example.test,+999000076764,Lonpha,Birwul,1986-08-20,UNIVERSITY-LAB-3513,mob,1736078400000,india,lake town,mobile app,103
1111517,pavlon.prenan.p037475@brand-example.test,+999000037475,,Prenan,1953-05-25,DEV-ef0ae67d2c45,event kiosk,03-18-25 12:00,india,Metro City,mobile app,64
1025648,zexzex.guidri.p176132@brand-example.test,+999000176132,Zexzex,Guidri,1941-02-24,DEV-ff3a46b45a05,ipad,2025-12-04T12:00:00+00:00,AU,metrocity,app,81
1046994,raisul.wulwul.p282093@brand-example.test,+999000282093,Raisul,Wulwul,1968-10-12,DEV-9ce448f2fc43,kiosk,2025-10-29T12:00:00+00:00,United States,metrocity,app,103
1082776,wulyev.noxcam.p263891@brand-example.test,+999000263891,"Wulyev
 multiline note",Noxcam,1970-01-01,DEV-09bfdf0821c4,DESKTOP,08-29-24 12:00,AU,lake town,App,23
1104981,zexcra.cambir.p268130@brand-example.test,+999000268130,Zexcra,Cambir,1997-03-06,DEV-f7fa07eccdea,MOBILE,2024-11-01T12:00:00+00:00,AU,NewTown,App,24
1113258,sekpav.guiwul.p057545@brand-example.test,+999000057545,Sekpav,Guiwul,1996-09-12,UNIVERSITY-LAB-1232,mob,09-16-25 12:00,USA,NEWTOWN,App,61
1057398,fizsek.nantur.p136261@brand-example.test,+999000136261,Fizsek,Nantur,1941-03-25,KIOSK-DEVICE-1,check-in kiosk,07-30-24 12:00,AUSTRALIA,Hill View,APP,58
1058963,birxon.birjor.p049807@brand-example.test,+999000049807,Birxon,Birjor,1971-08-20,DEV-4c256d28728f,DESKTOP,1720872000000,AUS,LAKETOWN,App,54
1061284,yevpha.turpav.p243254@brand-example.test,+999000243254,Yevpha,Turpav,1979-07-01,KIOSK-DEVICE-1,KIOSK,2025-12-24 17:30:00,GBR,METROCITY,App,111
1043618,crarai.wulkor.p274759@brand-example.test,+999000274759,Crarai,Wulkor,1948-08-27,KIOSK-DEVICE-1,check-in kiosk,1726142400000,USA,greenfield,App,3
7000305,dritur.guikor.u7000305@brand-example.test,,Dritur,Guikor,,DEV-5050a99137df,check-in kiosk,1775217603000,USA,GREENFIELD,App,4
7001612,xonxon.vexnox.u7001612@brand-example.test,,Xonxon,Vexnox,,DEV-b981975e27aa,kiosk,2026-04-03T11:58:08+00:00,United States,Laketown,mobile app,2
1093759,,+999000089365,Phagui,Rairai,1978-09-17,DEV-a58f38698c27,ipad,2026/01/19 12:00:00,US,Metrocity,App,74
7000363,sekbiv.turbir.u7000363@brand-example.test,,Sekbiv,Turbir,,DEV-95567f51059b,Tablet,03-04-2026 11:58:57,united kingdom,new town,mobile app,6
1070895,vexrai.wulvex.p142743@brand-example.test,+999000142743,Vexrai,Wulvex,2005-09-24,DEV-66a1cb7487b1,MOBILE,1723982400000,AU,Lake Town,mobile app,114
1100883,turrai.noxfiz.p147491@brand-example.test,+999000147491,,Noxfiz,1977-11-17,DEV-5972007a7147,Kiosk,1732363200000,INDIA,Hill View,mobile app,50
1003387,kortur.rilon.p051182@brand-example.test,+999000051182,"Kortur
 multiline note",Rilon,1967-06-02,KIOSK-DEVICE-1,DESKTOP,01-23-25 12:00,INDIA,Metrocity,app,36
1025639,dripav.camjor.p118276@brand-example.test,+999000118276,Dripav,Camjor,1974-10-07,DEV-9553907baf2b,Tablet,2024-10-21 17:30:00,australia,Laketown,APP,108
1037584,zexxon.pavgui.p063834@brand-example.test,+999000063834,Zexxon,Pavgui hello नमस्ते यार,1960-09-03,UNIVERSITY-LAB-2931,tab,04-18-25 12:00,IN,HILLVIEW,app,27
1113676,raiyev.sulpre.p197670@brand-example.test,+999000197670,Phajor,Leknan,1965-03-07,DEV-31974d5b3f7b,ipad,2024/07/02 12:00:00,U.S.,metrocity,App,61
1055492,shagui.pavlon.p276664@brand-example.test,+999000276664,,Pavlon,1955-06-11,DEV-695fade965b8,mobile,2025/09/14 12:00:00,IN,Metrocity,App,89
1023652,prete.camcam.p097961@brand-example.test,+999000097961,Prete,Camcam,1950-07-23,DEV-e4872fcc228d,smartphone,02-18-26 12:00,UK,NEWTOWN,app,97
1098599,lonsek.birgui.p177231@brand-example.test,+999000177231,Lonsek,Birgui,1996-02-28,DEV-b5bb42f8e0e3,kiosk,06-01-25 12:00,Australia,New Town,mobile app,29
1049755,zexjor.korfiz.p019889@brand-example.test,+999000019889,Zexjor,"Korfiz
 multiline note",1989-02-22,UNIVERSITY-LAB-0365,DESKTOP,17-09-2025 12:00:00,USA,LAKETOWN,APP,60
1048333,crate.yevrai.p197493@brand-example.test,+999000197493,,Yevrai,1942-10-21,KIOSK-DEVICE-1,check-in kiosk,1751025600000,AU,GREENFIELD,app,16
1043454,lonlek.lonsul.p012280@brand-example.test,+999000012280,Lonlek,Lonsul,1985-02-23,DEV-2925fcd27e68,kiosk,07-11-2025 12:00:00,IND,New Town,mobile app,105
1079040,rainox.fiztur.p046309@brand-example.test,+999000046309,Rainox,Fiztur,2001-06-02,KIOSK-DEVICE-1,pc,2025-11-05 17:30:00,AU,Laketown,APP,110
1011908,mabnox.crabir.p206817@brand-example.test,+999000206817,Mabnox,Crabir,1951-08-20,DEV-730c50dd0995,desk,01-04-2026 12:00:00,united kingdom,HILLVIEW,mobile app,108
1059791,rinan.fizbiv.p174043@brand-example.test,+999000174043,Rinan,Fizbiv,1987-01-10,DEV-9414c1d43d79,pc,07-06-2025 12:00:00,United Kingdom,Metro City,app,58
1024445,camdri.pharai.p297761@brand-example.test,+999000297761,Camdri,Pharai,1963-12-18,DEV-5d17b732f02f,mobile,09-19-25 12:00,GBR,Green-Field,App,87
1085946,guiwul.camvex.p045536@brand-example.test,+999000045536,Guiwul,Camvex,1969-06-04,DEV-59692ff27ab0,Kiosk,10-28-24 12:00,IND,NewTown,App,65
1086360,camzex.lonpre.p198165@brand-example.test,+999000198165,Camzex,Lonpre,1953-09-04,DEV-b98cd7e928f8,smartphone,2024-08-29 17:30:00,U.S.,Newtown,app,24
1057147,sulsha.nansek.p109597@brand-example.test,+999000109597,Sulsha,Nansek,1982-02-22,DEV-2fe98ca4e9fe,KIOSK,2024-05-12 17:30:00,GBR,greenfield,APP,15
1072421,vexzex.nansha.p044867@brand-example.test,+999000044867,Vexzex,Nansha,1980-02-08,DEV-0280d4995750,Mobile,2025/03/31 12:00:00,united states,metrocity,App,17
1067800,zexlek.mabkor.p064959@brand-example.test,,Zexlek,Mabkor,1979-10-24,DEV-0e7c4e2159cb,MOBILE,1738324800000,AU,metrocity,mobile app,56
1021218,xonyev.zexbir.p114511@brand-example.test,+999000114511,Xonyev,Zexbir,1969-09-01,KIOSK-DEVICE-1,Desktop,2024-07-08 17:30:00,India,Lake Town,App,83
1067459,yevcra.noxtur.p292752@brand-example.test,+999000292752,,Noxtur,1949-07-12,KIOSK-DEVICE-1,Kiosk,1723982400000,GBR,Laketown,App,34
1100735,xonte.zexbir.p107178@brand-example.test,+999000107178,Xonte,Zexbir,1997-11-18,DEV-80b91072c047,ipad,2025-06-25 17:30:00,INDIA,METROCITY,app,110
1046247,birbir.bivvex.p254592@brand-example.test,+999000254592,Birbir,Bivvex,1942-10-28,DEV-3c263846ecc4,smartphone,2025/03/15 12:00:00,IND,Green Field,mobile app,114
1071463,xonvex.xonwul.p137496@brand-example.test,+999000137496,Xonvex,Xonwul,1959-11-23,UNIVERSITY-LAB-4524,MOBILE,2026-04-02 17:30:00,IN,New Town,mobile app,64
1009057,mabwul.wullek.p216458@brand-example.test,+999000216458,Mabwul,Wullek,1974-11-18,DEV-fa76fcc63701,Kiosk,2024-06-02T12:00:00+00:00,IN,Newtown,App,64
1065159,sekfiz.bivtur.p052772@brand-example.test,+999000052772,Sekfiz,Bivtur,1999-12-14,DEV-1163f6131bcd,kiosk,2024-10-13 17:30:00,Australia,Metrocity,app,42
1037261,crayev.xontur.p298873@brand-example.test,,Crayev,Xontur,2004-10-04,DEV-c5c40dc5c3cc,tablet,12-13-24 12:00,United States,Green-Field,App,57
7001407,mabnan.fizpre.u7001407@brand-example.test,,Mabnan,Fizpre,,DEV-05d91e2b4d8b,desk,2026-04-03T11:56:33+00:00,AUS,hill view,mobile app,0
1045252,railek.wulqur.p219380@brand-example.test,+999000219380,Railek,,2003-02-08,DEV-6a002516e37e,ipad,20-08-2024 12:00:00,india,lake town,mobile app,44
1093837,jortur.guirai.p179167@brand-example.test,+999000179167,Jortur,Guirai,1969-06-23,DEV-76a2ed67cbbe,KIOSK,2024/09/25 12:00:00,AU,LakeTown,App,57
1012435,fizbiv.mabvex.p169217@brand-example.test,+999000169217,Fizbiv,Mabvex,1951-11-19,DEV-8ea88d33b963,TABLET,2024-12-21 17:30:00,UK,Green-Field,App,50
1043505,lekpre.korlon.p296501@brand-example.test,+999000296501,Lekpre,Korlon,1970-03-10,DEV-93472ff6789f,Kiosk,2025-04-09T12:00:00+00:00,AU,Hill-View,App,85
1107531,loncam.prerai.p050474@brand-example.test,+999000050474,Loncam,Prerai,1998-11-04,DEV-6ca57847f1ed,event kiosk,2024-07-07 17:30:00,AUSTRALIA,greenfield,APP,22
1008750,temab.shatur.p260453@brand-example.test,+999000260453,Temab,"Shatur
 multiline note",1967-04-07,DEV-5f8204fe2673,KIOSK,07-06-2025 12:00:00,united kingdom,LAKETOWN,APP,73
1004441,zexbir.prejor.p189454@brand-example.test,,Zexbir,Prejor,1999-09-07,DEV-8805215e4325,check-in kiosk,19-07-2025 12:00:00,US,metrocity,mobile app,48
7001152,xonte.korpav.u7001152@brand-example.test,,Xonte,Korpav,,DEV-69674d499a13,MOBILE,2026-04-03 17:25:48,United Kingdom,New Town,app,4
1053323,pavgui.camvex.p019598@brand-example.test,+999000019598,Pavgui,Camvex,1976-03-05,UNIVERSITY-LAB-7985,check-in kiosk,24-03-2025 12:00:00,Australia,NewTown,mobile app,11
1038231,lekqur.sulmab.p015914@brand-example.test,+999000015914,Lekqur,Sulmab,1958-10-21,DEV-4413396511b9,pc,1763985600000,US,Metro City,APP,63
1076844,tepha.ritur.p047817@brand-example.test,+999000047817,,Ritur,1946-06-08,KIOSK-DEVICE-1,check-in kiosk,01-12-26 12:00,U.S.,hill view,APP,14
1079456,turfiz.ricra.p125298@brand-example.test,+999000125298,Turfiz,Ricra,1978-01-05,DEV-2f647d9a71a0,DESKTOP,09-30-24 12:00,australia,Greenfield,mobile app,97
1042178,phapav.xonvex.p013060@brand-example.test,+999000013060,Phapav,Xonvex,1949-09-08,DEV-64b66f857727,tab,2026/03/06 12:00:00,INDIA,Green Field,APP,101
1023294,fizzex.tepha.p002337@brand-example.test,+999000002337,Fizzex,Tepha,1973-05-03,DEV-03a216adcd67,mob,1721044800000,AUS,LAKETOWN,App,68
1000057,rilek.turnox.p002304@brand-example.test,+999000002304,"Rilek ""quoted, comma""",Turnox,1961-07-21,DEV-4a31ea9032d4,DESKTOP,1753272000000,Australia,GREENFIELD,mobile app,38
1098838,qa+001@staff.test,+999000092678,load-test,QA,1985-08-26,DEV-5bf29739ca09,tablet,06-20-25 12:00,Australia,lake town,App,32
1001235,fizpha.guiwul.p251600@brand-example.test,+999000251600,Fizpha,Guiwul,1990-09-09,DEV-864a36ccb8ca,TABLET,2025-03-04 17:30:00,AU,New Town,APP,66
1029384,bivnox.seknan.p089725@brand-example.test,+999000089725,Bivnox,"Seknan
 multiline note",1995-03-05,DEV-a416ec7e839d,Kiosk,1744113600000,USA,New Town,app,95
1106911,leksek.wulnox.p143963@brand-example.test,+999000143963,Leksek,Wulnox,2001-10-03,DEV-cc33cdaf38b6,pc,2025/03/19 12:00:00,Australia,HILLVIEW,APP,72
1088275,sulbir.dridri.p247236@brand-example.test,+999000247236,,Dridri,1946-10-02,DEV-8add614c07b1,check-in kiosk,1751803200000,GBR,METROCITY,APP,58
1108341,wulcra.fizte.p139825@brand-example.test,+999000139825,Wulcra hello नमस्ते यार,Fizte,1987-07-07,DEV-ae8aad997528,mobile,2026-03-28T12:00:00+00:00,IND,GREENFIELD,app,86
1015842,korvex.raigui.p036772@brand-example.test,+999000036772,Korvex,Raigui,1996-01-22,DEV-9547dad71af6,Desktop,26-02-2025 12:00:00,AUS,HILLVIEW,App,84
1052858,yevdri.guibir.p205364@brand-example.test,+999000205364,Yevdri,Guibir,2003-10-09,DEV-b0f9f2bafafc,desktop,2024/05/31 12:00:00,IN,lake town,mobile app,115
1038474,crapre.tetur.p144395@brand-example.test,,Crapre,Tetur,1999-05-19,DEV-7107ec96aa61,Kiosk,2025-09-24 17:30:00,IND,greenfield,App,45
1011343,sulmab.noxsek.p211730@brand-example.test,+999000211730,Sulmab,Noxsek,1991-03-08,DEV-eaaedf4dd77c,ipad,08-29-24 12:00,Australia,Hillview,APP,71
1112953,kordri.xonzex.p173385@brand-example.test,+999000173385,Kordri,Xonzex,1966-02-09,DEV-dfdad6c7812c,mob,11-07-25 12:00,IN,NEWTOWN,App,73
1010157,yevpha.texon.p117478@brand-example.test,+999000117478,Yevpha,Texon,1962-02-25,DEV-d14edffcaf30,kiosk,07-03-2025 12:00:00,U.S.,NewTown,app,19
1067074,wulbir.bivrai.p067154@brand-example.test,+999000067154,Wulbir,Bivrai,1955-06-28,DEV-032e33b5b17c,KIOSK,19-07-2025 12:00:00,AUS,hill view,mobile app,29
1079017,tekor.raigui.p234784@brand-example.test,+999000234784,Tekor,Raigui,1963-04-15,KIOSK-DEVICE-1,Kiosk,2026-03-27T12:00:00+00:00,United Kingdom,GREENFIELD,App,32
1026765,pretur.camdri.p068624@brand-example.test,+999000068624,Pretur,Camdri,1962-04-20,UNIVERSITY-LAB-0948,check-in kiosk,07-03-2025 12:00:00,GBR,hill view,app,109
1110187,jorcam.qurnan.p137938@brand-example.test,+999000137938,Jorcam,Qurnan,1982-07-26,DEV-cb9c780ccdf7,tab,08-08-2024 12:00:00,GBR,Green Field,mobile app,28
1066184,turpha.lekpre.p093499@brand-example.test,,Turpha,Lekpre 😊,1984-04-02,DEV-a277407095ba,check-in kiosk,2024/12/28 12:00:00,AU,LAKETOWN,App,57
1083739,lonsul.zexbir.p262348@brand-example.test,+999000262348,Lonsul,Zexbir,1979-06-20,DEV-e3c4217d1486,TABLET,2024-10-09 17:30:00,india,Hill-View,App,86
1093917,,+999000018387,Mabbiv,Predri,1946-06-22,DEV-1c9ec0203ace,Kiosk,1752062400000,australia,NEWTOWN,APP,63
1045201,tecra.birsul.p057627@brand-example.test,+999000057627,Tecra,Birsul,1982-02-07,KIOSK-DEVICE-1,MOBILE,1737979200000,IND,Hill View,APP,71
1078255,qurnox.cradri.p102038@brand-example.test,+999000102038,Qurnox,Cradri,1982-10-24,DEV-9fa34cea3ef2,Desktop,2025-07-12T12:00:00+00:00,AUSTRALIA,greenfield,mobile app,61
1016688,lekrai.yevte.p146840@brand-example.test,+999000146840,Lekrai,Yevte,1945-06-25,DEV-538a3b456c43,tablet,2025-07-02T12:00:00+00:00,GB,Hillview,APP,38
1036215,xonpav.qurnan.p274347@brand-example.test,+999000274347,Xonpav,Qurnan,1954-03-27,DEV-fa0e37283d71,desk,1728216000000,united states,Greenfield,mobile app,73
1021436,raitur.phapav.p022162@brand-example.test,+999000022162,"Raitur
 multiline note",,1989-10-20,DEV-e332b2b0e872,mobile,2024-11-05T12:00:00+00:00,GB,Lake Town,APP,86
1080600,lekri.noxfiz.p046696@brand-example.test,+999000046696,Lekri,Noxfiz,2002-09-26,DEV-e248517b4d03,Mobile,03-01-2025 12:00:00,GBR,Greenfield,App,85
