customer_id,app_account_ref,customer_email_address,contact_no,first,last,dob,device,device_type,line1,line2,city,postcode,country,updated_ts,channel
SC000240778,,"sulsul.vexyev.p173067@brand-example.test ""quoted, comma""",+999000173067,Sulsul,Vexyev,1996-12-18,KIOSK-DEVICE-1,KIOSK,27 Garden St,,METROCITY,14606,IN,1775044800000,WEB
SC000249852,,,+999000178610,Qursek,Rijor,1986-09-01,DEV-2bb122bc5928,check-in kiosk,999 Market St,,hill view,83181,United Kingdom,2026-02-12T12:00:00+00:00,WEB
SC000249244,001111297,joryev.jorfiz.p117424@brand-example.test,+999000117424,Joryev,Jorfiz,1959-09-09,DEV-32d319b865c0,tablet,517 Market Road,,HILLVIEW,80111,Australia,2025-09-26 17:30:00,Web
SC000234671,,ricra.nanxon.p062737@brand-example.test,+999000062737,Ricra hello नमस्ते यार,Nanxon,1971-10-18,KIOSK-DEVICE-1,desk,642 Vale Ave,,Greenfield,68482,AUS,2026-03-26 17:30:00,website
SC000240089,,dripre.vexpav.p008444@brand-example.test,+999000008444,Dripre,Vexpav,1957-04-11,DEV-c59586fe84f1,tab,519 Garden St,,GREENFIELD,31192,AUSTRALIA,11-11-25 12:00,WEB
SC000244512,,sekvex.crayev.p176335@brand-example.test,+999000176335,Sekvex,Crayev,1995-09-21,DEV-36d581512994,Mobile,221 Ridge St,,METROCITY,79572,AU,05-29-25 12:00,website
SC000207566,,zexte.phacam.p124269@brand-example.test,+999000124269,Zexte,Phacam,1978-11-15,DEV-cb5fbf49b3d7,ipad,120 Garden Ave,,Hill View,15369,AU,2025/09/06 12:00:00,website
SC000229853,,tekor.wulsha.p021378@brand-example.test,+999000021378,Tekor,Wulsha,1947-11-12,KIOSK-DEVICE-1,check-in kiosk,554 Park Ave,,New Town,27942,United Kingdom,2026-03-22T12:00:00+00:00,Web
SC000252793,,sulvex.raiwul.p223173@brand-example.test,+999000223173,Dripre,"Sekcam ""quoted, comma""",2004-06-04,DEV-cc1ce61a5b55,desk,279 Market St,Floor 3,Metro City,91154,INDIA,2026/02/16 12:00:00,Web
SC000217297,,phakor.wulrai.p025313@brand-example.test,+999000025313,Phakor,Wulrai,1964-02-27,KIOSK-DEVICE-1,ipad,387 Park Ave,Floor 2,METROCITY,91851,AU,08-26-25 12:00,web
SC000230667,,noxgui.bivtur.p142882@brand-example.test,+999000142882,Noxgui,Bivtur,1938-11-24,DEV-5e6aaf50f054,pc,204 Park Ave," ""quoted, comma""",Greenfield,33241,United Kingdom,2025/05/18 12:00:00,Web
SC000218683,,xonlon.jorrai.p259825@brand-example.test,+999000259825,Fizbir,Tezex,2002-12-15,DEV-334b1af2af3c,event kiosk,614 Ridge St,,Hill View,70452,australia,2025-09-07 17:30:00,web
SC000242688,,rizex.korlek.p143088@brand-example.test,+999000143088,"Rizex
 multiline note",Korlek,1970-05-01,DEV-fc815ee75896,check-in kiosk,655 Ridge St,,metro-city,28003,India,1735646400000,WEB
SC007000866,,jordri.sekyev.u7000866@brand-example.test,,Jordri,Sekyev,,DEV-5446d58c46df,tablet,166 Ridge Road,,Laketown,10866,US,04-03-26 11:55,website
SC000225509,,guilek.cranox.p151579@brand-example.test,+999000151579,Guilek,Cranox,1984-11-17,DEV-e1c5fa5c0b5a,Desktop,553 Ridge St,,GREENFIELD,29198,UK,2026-03-09 17:30:00,Web
SC000202787,,presha.noxsha.p025404@brand-example.test,+999000025404,"Presha ""quoted, comma""",Noxsha,1997-03-05,KIOSK-DEVICE-1,KIOSK,420 Ridge Road,Suite 143,Newtown,94136,united kingdom,2025-10-30T12:00:00+00:00,Web
SC000261242,,,+999000261325,Rifiz,Yevmab,1954-11-17,DEV-f4b2e9e4beee,mob,149 Ridge Road,,Green-Field,39463,USA,09-11-2025 12:00:00,Web
SC000262966,,drizex.raicam.p098289@brand-example.test,0000000000,Drizex,Raicam,1958-01-10,DEV-9307385fafa8,event kiosk,"359 Lake St ""quoted, comma""",,NEWTOWN,87817,IND,2025/06/07 12:00:00,WEB
SC000252935,,nansha.vexpre.p082475@brand-example.test,+999000082475,"Nansha
 multiline note",Vexpre,1938-05-02,KIOSK-DEVICE-1,kiosk,418 Lake St,Floor 3,new town,50652,india,2026-03-29 17:30:00,Web
SC000262626,,riri.nansek.p293721@brand-example.test,+999000293721,Riri,Nansek,1983-06-19,KIOSK-DEVICE-1,Mobile,670 Vale Ave hello नमस्ते यार,Floor 12,Greenfield,99462,United States,2025/01/17 12:00:00,website
SC000224270,,vexvex.tevex.p006480@brand-example.test,+999000006480,Vexvex,Tevex,2003-03-07,DEV-0f3502685e45,Desktop,301 Park Road,,HILLVIEW,25823,U.S.,2026-01-15 17:30:00,WEB
SC000237670,,birgui.cralon.p248485@brand-example.test,+999000248485,Birgui,Cralon,1975-07-20,KIOSK-DEVICE-1,desk,771 Vale St,,Hillview,19431,UK,2024-12-28T12:00:00+00:00,WEB
SC000213515,,guibiv.drilek.p146246@brand-example.test,+999000146246,Guibiv,Drilek,1940-03-13,KIOSK-DEVICE-1,check-in kiosk,608 Vale Ave hello नमस्ते यार,,Metrocity,23318,US,1750420800000,website
SC000257376,,,+999000241693,Seknan,Vexgui,1938-10-14,KIOSK-DEVICE-1,mob,944 Garden Ave,,hill view,98474,India,2025-06-05 17:30:00,WEB
SC000219400,,riqur.jorrai.p259661@brand-example.test,+999000259661,Riqur,Jorrai,1989-09-15,DEV-ca305d1f883d,kiosk,714 Lake Ave,,Newtown,57542,Australia,2025/04/08 12:00:00,website
SC000266184,,zexcam.korpha.p136832@brand-example.test,+999000136832,Zexcam,Korpha,1946-01-08,DEV-9ac2002e304c,mobile,283 Park Ave,,metrocity,59415,UK,2025-04-21 17:30:00,website
SC007000352,,jorlek.mabri.u7000352@brand-example.test,,Jorlek,Mabri,,DEV-0d2fef502876,tab,452 Ridge Road,,metro-city,10352,GB,04-03-26 11:59,website
SC000270885,001110916,,+999000247397,Tebir,Shaxon,2002-06-15,DEV-15d13503566b,ipad,727 Lake St,,Green Field,57339,GB,09-07-25 12:00,website
SC000236331,,qurcra.ridri.p298463@brand-example.test,+999000298463,Qurcra,Ridri,1994-12-17,DEV-6262439c32d6,mobile,348 Lake St,,Greenfield,16283,USA,2025/06/27 12:00:00,WEB
SC000274766,,qa+001@staff.test,+999000161043,Vexri,Turcra,1985-08-11,KIOSK-DEVICE-1,desk,771 Lake Road,Floor 10,Laketown,50335,india,2025/03/20 12:00:00,Web
SC000200619,,qurzex.xonjor.p211507@brand-example.test,+999000211507,Qurzex,Xonjor,1987-07-07,KIOSK-DEVICE-1,ipad,393 Ridge Road,Suite 50,New Town,42884,U.S.,1748952000000,WEB
SC000235907,,nansha.vexdri.p139629@brand-example.test,+999000139629,Nansha,Vexdri,1939-08-09,KIOSK-DEVICE-1,smartphone,179 Market Ave,Floor 6,NEWTOWN,38362,IND,2025-09-11T12:00:00+00:00,Web
SC000233444,,phacam.noxlon.p136542@brand-example.test,+999000136542,Phacam,Noxlon hello नमस्ते यार,1964-02-11,DEV-11f9f8bce096,mobile,607 Lake Ave," ""quoted, comma""",Newtown,76031,australia,1747224000000,WEB
SC000267978,,wulwul.nanyev.p203542@brand-example.test,+999000203542,Wulwul,Nanyev,2003-11-25,DEV-04456dc2df2e,MOBILE,398 Market Road,,hill view,92108,india,08-09-25 12:00,website
SC000223392,,korxon.shapav.p097295@brand-example.test,+999000097295,Korxon,Shapav,1960-01-10,DEV-9bd78d1ed09b,smartphone,236 Vale Ave,,Greenfield,11047,GBR,01-10-2025 12:00:00,website
SC000239314,,guibiv.leksek.p220369@brand-example.test,+999000220369,Lekkor,Birlon,2002-06-15,DEV-4168ce280116,Kiosk,154 Vale Ave,,Hill-View,90738,IND,19-03-2026 12:00:00,website
SC000258666,,dridri.korsul.p231044@brand-example.test,+999000231044,Vexcra,Jortur,2002-04-15,KIOSK-DEVICE-1,event kiosk,780 Market St,Floor 4,metrocity,17879,united kingdom,2026-01-23T12:00:00+00:00,web
SC000270760,,,+999000193312,Qurxon,Wuljor,2002-09-15,KIOSK-DEVICE-1,smartphone,659 Vale St,Suite 81,New Town,41877,united states,2025-05-22T12:00:00+00:00,Web
SC000221884,,dritur.qurlek.p056516@brand-example.test,+999000056516,Dritur,Qurlek,1954-04-25,KIOSK-DEVICE-1,mobile,32 Garden Road,Suite 39,Metro City,19709,INDIA,1771329600000,website
SC000214095,,zexpre.cambiv.p290864@brand-example.test,+999000290864,Fiznan,Crawul,1973-05-04,KIOSK-DEVICE-1,TABLET,945 Garden Road,,Metro City,52085,U.S.,2025/02/17 12:00:00,website
SC007000021,,fizgui.noxpha.u7000021@brand-example.test,,Fizgui,Noxpha,,DEV-23a77c9400ea,tab,121 Ridge Road,,New Town,10021,IND,1775217581000,website
SC000267966,,rinan.camqur.p057422@brand-example.test,+999000057422,Rinan,Camqur,1952-01-11,DEV-7c441a8d189c,Desktop,543 Vale Ave, hello नमस्ते यार,new town,50519,USA,04-28-25 12:00,web
SC000258758,,zexlek.xonte.p086828@brand-example.test,+999000086828,Zexlek,Xonte,2004-09-22,KIOSK-DEVICE-1,desktop,139 Market Road,Suite 54,greenfield,42453,US,2024-12-06T12:00:00+00:00,web
SC000251611,,shari.crazex.p187914@brand-example.test,0000000000,Shari,Crazex,1965-09-04,KIOSK-DEVICE-1,KIOSK,389 Garden Ave,Suite 141,NEWTOWN,34019,AU,2025-02-01T12:00:00+00:00,web
SC000221837,,guigui.mabsha.p141519@brand-example.test,+999000141519,Guigui,Mabsha,1969-08-01,KIOSK-DEVICE-1,desk,445 Garden Road, hello नमस्ते यार,Hill View,58884,IND,07-14-25 12:00,website
SC000202822,,qurgui.jorlon.p023224@brand-example.test,+999000023224,Qurgui,Jorlon,1971-09-25,DEV-04496f7c63d3,desk,393 Park St,,Metro City,38598,AUSTRALIA,10-03-2026 12:00:00,web
SC000253867,,tete.guisek.p242311@brand-example.test,+999000242311,Tete,Guisek,1961-06-27,KIOSK-DEVICE-1,Mobile,976 Garden St,Floor 11,METROCITY,93361,INDIA,11-20-25 12:00,Web
SC000200639,,guirai.shavex.p172803@brand-example.test,+999000172803,Guirai,Shavex,1992-03-25,KIOSK-DEVICE-1,event kiosk,"967 Market St
 multiline note",,Hill-View,51312,Australia,16-01-2026 12:00:00,WEB
SC007001321,,jorsek.korte.u7001321@brand-example.test,,Jorsek,Korte,,DEV-d99ffd813bc3,kiosk,621 Ridge Road,,Metrocity,11321,GB,04-03-26 11:57,Web
SC000256415,,drilon.yevkor.p056159@brand-example.test,+999000056159,Drilon,Yevkor,1979-09-16,KIOSK-DEVICE-1,Tablet,142 Ridge Road,,Greenfield,92323,GB,2025-01-05T12:00:00+00:00,Web
SC000250562,,turfiz.fizbir.p237003@brand-example.test,+999000237003,Turfiz,Fizbir,1998-05-09,KIOSK-DEVICE-1,event kiosk,760 Lake Ave,Floor 11,HILLVIEW,16206,United States,2024-11-30 17:30:00,website
SC000219295,,dridri.tepre.p188197@brand-example.test,+999000188197,Dridri,Tepre,1983-10-03,DEV-72bd2c90b133,tab,460 Vale St,,NewTown,53346,US,03-11-25 12:00,WEB
SC000266537,,sektur.sulyev.p068476@brand-example.test,+999000068476,Sektur 😊,Sulyev,1978-03-28,DEV-cd58e8e5c68e,Tablet,"691 Park Ave ""quoted, comma""",,Laketown,78119,Australia,07-07-2025 12:00:00,website
SC000219009,,xonmab.jorri.p189762@brand-example.test,+999000189762,Xonmab,Jorri,1961-11-09,DEV-cdffdc6cc5bc,smartphone,604 Lake St,Suite 102,Green-Field,46563,IND,1740052800000,WEB
SC000220761,,xonnox.lekqur.p015996@brand-example.test,+999000015996,Xonnox,"Lekqur ""quoted, comma""",1955-05-15,DEV-384b8c4c26b3,event kiosk,742 Lake Ave,,Metro City,19783,India,1767614400000,web
SC000270092,,jorsul.pavyev.p093881@brand-example.test,,Jorsul,Pavyev,1969-09-21,DEV-887ad3644b47,MOBILE,548 Vale St,,HILLVIEW,46753,U.S.,2025-08-15 17:30:00,WEB
SC000216739,,craxon.vexlek.p283125@brand-example.test,+999000283125,Craxon,Vexlek,1984-04-26,DEV-73c0bfaaf046,desk,455 Garden Road hello नमस्ते यार,,new town,28762,india,11-21-24 12:00,website
SC000251342,,lekmab.nanqur.p087211@brand-example.test,+999000087211,Lekmab,Nanqur,1978-08-24,KIOSK-DEVICE-1,Desktop,725 Lake Road,Floor 12,NewTown,52495,AUS,2025-06-27 17:30:00,website
SC000264150,,xonjor.drifiz.p036017@brand-example.test,+999000036017,Xonjor,Drifiz,1980-11-06,DEV-7e6a9834b6e8,ipad,701 Garden Ave,,Metro City,41583,UK,2026-04-01T12:00:00+00:00,web
SC000247847,001111081,fizcra.pavdri.p068573@brand-example.test,+999000068573,"Fizcra
 multiline note",Pavdri,1969-04-08,UNIVERSITY-LAB-5911,ipad,615 Park Ave 😊,,Green-Field,25684,AU,1770638400000,WEB
SC000262132,,rilon.prequr.p056279@brand-example.test,+999000056279,Rilon,Prequr,1997-11-20,DEV-bdd989f000a9,desk,804 Vale St,"Suite 101
 multiline note",Green-Field,54979,AUSTRALIA,1740830400000,WEB
SC000271894,,noxpav.prefiz.p297976@brand-example.test,+999000297976,Noxpav,Prefiz,1975-05-01,KIOSK-DEVICE-1,pc,997 Ridge Road,,Green-Field,23431,IND,2025-04-29 17:30:00,Web
SC007001535,,phapre.rifiz.u7001535@brand-example.test,,Phapre,Rifiz,,DEV-e925160e3603,ipad,835 Ridge Road,,Metro City,11535,india,2026-04-03 17:29:25,WEB
SC000261974,001111467,jorgui.fizwul.p158072@brand-example.test,+999000158072,"Jorgui
 multiline note",Fizwul,2003-10-25,DEV-67f42a73ea5d,mob,711 Garden Road,,Green Field,42407,U.S.,11-26-25 12:00,website
SC000222920,,tedri.mabmab.p186478@brand-example.test,+999000186478,Tedri,Mabmab,1960-02-14,DEV-d12a468b171b,desk,798 Lake Road,,hill view,69915,India,23-01-2025 12:00:00,Web
SC000229027,,seklek.bivsul.p208396@brand-example.test,+999000208396,Seklek,Bivsul,1970-01-01,DEV-1b4f5e407f52,TABLET,"991 Park St
 multiline note",,metro-city,10139,AUS,01-14-26 12:00,website
SC000216776,,noxlon.birnox.p288425@brand-example.test,+999000288425,Prerai,Phapre,2002-01-15,DEV-a3346254e303,tablet,723 Lake St,Floor 9,Green-Field,15433,AUS,2024/11/24 12:00:00,website
SC000220284,,vexqur.nanrai.p270804@brand-example.test,+999000270804,Vexqur,Nanrai,1970-01-01,DEV-5eed1b3e5def,event kiosk,169 Park Road,Floor 3,greenfield,49072,Australia,1752840000000,website
SC000229082,,shajor.yevbir.p290546@brand-example.test,+999000290546,Shajor,Yevbir,1973-11-16,DEV-f92489cb8dc7,desk,482 Garden St,,Hill-View,90738,India,2025-06-19T12:00:00+00:00,web
SC000260196,,bivjor.crakor.p039022@brand-example.test,,Zexwul,Camri,1947-06-22,DEV-80d59a520dc0,MOBILE,824 Market Road,,hill view,59882,united kingdom,1743422400000,WEB
SC000221190,,zexsha.korte.p002444@brand-example.test,+999000002444,"Zexsha
 multiline note",Korte,2004-08-25,DEV-40b57e84711c,Kiosk,401 Park St,Suite 184,Lake Town,30119,UK,03-25-25 12:00,web
SC000251985,,sulkor.qurri.p218061@brand-example.test,+999000218061,Sulbiv,Vexsek,1979-02-22,KIOSK-DEVICE-1,event kiosk,803 Ridge Ave,Floor 10,LakeTown,51268,india,2026-01-12T12:00:00+00:00,WEB
SC000202749,,birnox.shapre.p108284@brand-example.test,+999000108284,Birnox,Shapre,1952-07-16,KIOSK-DEVICE-1,ipad,815 Park Ave,Suite 115,NEWTOWN,54299,IND,2025-03-22 17:30:00,WEB
SC000250025,,crapha.sulwul.p149659@brand-example.test,+999000149659,Crapha,Sulwul,1961-05-15,DEV-94c05f986873,tab,950 Lake Ave,,HILLVIEW,44820,IND,1770552000000,WEB
SC000206745,,xonzex.bivnan.p181789@brand-example.test,+999000181789,Xonzex,Bivnan,1947-09-19,DEV-4b4a49b0e082,desktop,789 Park Ave,,Newtown,76544,AUSTRALIA,03-10-2025 12:00:00,WEB
SC000240255,,yevpre.pavte.p279362@brand-example.test,+999000279362,Yevpre,Pavte,1980-11-28,KIOSK-DEVICE-1,smartphone,966 Market Ave,,hill view,96497,IN,01-09-2025 12:00:00,WEB
SC007000112,,crayev.lekmab.u7000112@brand-example.test,,Crayev,Lekmab,,DEV-adb257bb57a8,ipad,212 Ridge Road,,Metro City,10112,IN,03-04-2026 11:58:08,web
SC000226235,,sekri.sulgui.p115003@brand-example.test,,Sekri,Sulgui,1970-01-01,KIOSK-DEVICE-1,Kiosk,837 Lake Ave,,Hill View,72092,GBR,05-16-25 12:00,WEB
SC000257948,,"pavcam.tursha.p027072@brand-example.test ""quoted, comma""",+999000027072,Sulsha,Qurpha,1953-05-16,KIOSK-DEVICE-1,Desktop,176 Lake Road,,Greenfield,23062,INDIA,2025/12/23 12:00:00,Web
SC000274298,,guibir.wulkor.p057276@brand-example.test,+999000057276,Guibir,Wulkor,1971-02-27,DEV-90b8487a4d3f,event kiosk,261 Garden St,Suite 159,Green Field,44990,AUS,2025-12-29T12:00:00+00:00,website
SC000246702,,bivcra.qurfiz.p040437@brand-example.test,+999000040437,Bivcra,Qurfiz,1966-07-12,KIOSK-DEVICE-1,mob,115 Vale Road,"
 multiline note",hill view,23346,United Kingdom,2024/12/26 12:00:00,WEB
SC000243839,,jordri.riwul.p195599@brand-example.test,+999000195599,Jordri,Riwul,2003-07-07,DEV-e38a388a7506,DESKTOP,45 Ridge St,,LAKETOWN,37845,Australia,1733572800000,website
SC000214006,,korkor.xonqur.p277617@brand-example.test,0000000000,Korkor,Xonqur,1985-08-21,KIOSK-DEVICE-1,pc,816 Ridge Ave,,greenfield,91345,australia,07-21-25 12:00,web
SC000240263,,shanan.xonfiz.p147395@brand-example.test,+999000147395,"Shanan
 multiline note",Xonfiz,1975-05-19,DEV-23b71d793911,Kiosk,446 Garden St,Floor 2,metrocity,37753,australia,10-12-2025 12:00:00,Web
SC000249484,,campav.prete.p070818@brand-example.test,+999000070818,Campav,Prete hello नमस्ते यार,1970-08-16,KIOSK-DEVICE-1,mob,14 Garden St,,greenfield,47489,united states,10-05-2025 12:00:00,web
SC000232804,,"raidri.rigui.p008279@brand-example.test ""quoted, comma""",+999000008279,Raidri,Rigui,2001-01-16,DEV-77c878481172,mob,885 Market St,Floor 3,HILLVIEW,50529,united kingdom,2025/12/10 12:00:00,WEB
SC000245586,,fizlon.tejor.p085621@brand-example.test,+999000085621,Fizlon,Tejor,1941-10-09,KIOSK-DEVICE-1,kiosk,151 Market Road,,NewTown,16132,US,2025/02/09 12:00:00,WEB
SC000227508,,premab.vexjor.p019235@brand-example.test,+999000019235,Premab,Vexjor,1944-01-24,DEV-4b4de681a4d2,mobile,688 Lake Road,,NEWTOWN,96831,US,05-12-2025 12:00:00,web
SC000243436,,campre.yevte.p056557@brand-example.test,0000000000,Campre,Yevte,1989-10-20,DEV-2be06409b60a,Tablet,596 Lake St,,Green Field,76775,united kingdom,2025/03/19 12:00:00,web
SC000228421,,sulxon.turcra.p194043@brand-example.test,+999000194043,Sulxon,Turcra,1991-06-25,DEV-9b0f5826bd78,smartphone,904 Park Road,,New Town,62335,IND,01-10-25 12:00,website
SC000222566,,"guivex.drifiz.p101415@brand-example.test
 multiline note",+999000101415,"Guivex
 multiline note",Drifiz,2000-08-07,DEV-87434c80e5b9,kiosk,629 Vale Ave,Floor 10,GREENFIELD,12637,IND,1761220800000,website
SC000261560,,zexmab.fizpre.p011298@brand-example.test,+999000011298,"Zexmab ""quoted, comma""",Fizpre,1994-04-01,DEV-a737a54b1109,tablet,812 Garden St,"
 multiline note",hill view,98408,GBR,23-06-2025 12:00:00,WEB
SC000220781,,drilon.noxlon.p135612@brand-example.test,+999000135612,Camrai,Yevbir,1946-04-17,KIOSK-DEVICE-1,mobile,979 Park Ave,,Green Field,86441,US,03-24-26 12:00,web
SC000269450,,qurvex.tecra.p081366@brand-example.test,+999000081366,Qurvex,Tecra,1949-05-25,DEV-8ddbe3d1df86,TABLET,330 Lake Road,,LAKETOWN,50813,united kingdom,2025-06-04 17:30:00,Web
SC000223278,001110538,lonnan.presul.p000980@brand-example.test,+999000000980,Lonnan,Presul,1996-06-11,DEV-98ad2b5db348,check-in kiosk,204 Market Road,Floor 5,Metrocity,28385,india,2025/07/21 12:00:00,website
SC000232891,,bivnox.camdri.p202073@brand-example.test,+999000202073,Bivnox,Camdri,1986-06-11,DEV-9a683b094896,tablet,732 Ridge Road,"Floor 2 ""quoted, comma""",hill view,60455,IND,2026-02-24 17:30:00,web
SC007000082,,crasha.guinox.u7000082@brand-example.test,,Crasha,Guinox,,DEV-0994dac70474,Desktop,182 Ridge Road,,new town,10082,united states,2026-04-03T11:58:38+00:00,website
SC000242584,,lonsha.pavyev.p171966@brand-example.test,+999000171966,Korjor,Seksul,1987-12-27,DEV-a0eff2299932,mobile,712 Garden St,,GREENFIELD,94006,UK,07-31-25 12:00,web
SC000269875,,kormab.drilon.p051246@brand-example.test,+999000051246,Kormab,Drilon,1938-03-19,DEV-44cbe46dadfb,kiosk,302 Ridge St,"Floor 7 ""quoted, comma""",NEWTOWN,50516,INDIA,03-08-25 12:00,website
SC007000405,,leklek.guirai.u7000405@brand-example.test,,Leklek,Guirai,,DEV-555ac01f1d06,mobile,505 Ridge Road,,Green-Field,10405,USA,03-04-2026 11:58:22,WEB
SC000247885,,korsha.wulsha.p266219@brand-example.test,+999000266219,Korsha,Wulsha,1997-06-17,DEV-6570e9c23318,tablet,668 Lake Road,Floor 12,new town,47666,United Kingdom,2026/01/13 12:00:00,website
SC000273080,,turlon.pavsha.p009134@brand-example.test,+999000009134,Turlon,Pavsha,1949-06-17,KIOSK-DEVICE-1,smartphone,71 Market St,,Hillview,73605,India,03-28-26 12:00,web
SC000250418,,leksul.turtur.p126454@brand-example.test,+999000126454,Guilek,Birjor,1991-02-12,DEV-d14525993649,Mobile,390 Garden St,Floor 9,Hill View,34869,United States,07-31-25 12:00,Web
SC000224794,,vexqur.lekdri.p071717@brand-example.test,+999000071717,Vexqur,Lekdri,1986-02-06,KIOSK-DEVICE-1,desk,847 Ridge Ave,,new town,81792,AU,03-26-25 12:00,Web
SC000236457,,pavyev.shasha.p248390@brand-example.test,+999000248390,Pavyev,Shasha,1968-03-23,DEV-537cbe626dc9,Tablet,713 Lake Ave,,Green Field,51748,AU,2026-03-23 17:30:00,web
SC000246448,,phawul.phabiv.p125862@brand-example.test,+999000125862,Phawul,Phabiv hello नमस्ते यार,2024-01-01,DEV-082c9a36cd50,pc,956 Vale Ave,,metro-city,33142,USA,1736424000000,web
SC000238592,,vexgui.xonlon.p191248@brand-example.test,+999000191248,Vexgui,Xonlon,1970-01-01,KIOSK-DEVICE-1,KIOSK,752 Garden Road,Suite 121,Hillview,61950,GBR,2026-03-19 17:30:00,website
SC000203054,,shamab.rilon.p047648@brand-example.test,+999000047648,Shamab,Rilon,1984-11-06,DEV-db9c1b95ba81,TABLET,513 Vale Road,Floor 2,Green-Field,18056,AUSTRALIA,2025-09-28 17:30:00,Web
SC000216931,,crajor.noxgui.p111347@brand-example.test,+999000111347,Crajor,Noxgui,1992-06-14,DEV-33c68a0af451,event kiosk,534 Ridge St,Floor 2,Hillview,55133,united states,2025-08-12T12:00:00+00:00,WEB
SC000205031,001109223,temab.yevgui.p030587@brand-example.test,+999000030587,Temab,Yevgui,1999-02-09,DEV-7b88ec34db86,Kiosk,613 Ridge St,Suite 74,hill view,21937,India,02-12-2024 12:00:00,website
SC000211489,,xonpha.cradri.p257344@brand-example.test,+999000257344,Xonpha,Cradri,1970-01-01,DEV-96ad23e3c840,kiosk,217 Lake Ave,Floor 5,LAKETOWN,58852,IN,2025-05-09 17:30:00,web
SC000202561,,prexon.yevzex.p267953@brand-example.test,+999000267953,Prexon,Yevzex,1945-05-20,DEV-faeeff90f690,kiosk,140 Lake Ave,Floor 1,Green-Field,90898,US,2026-03-25 17:30:00,website
SC000240187,,rigui.noxsha.p255481@brand-example.test,+999000255481,Rigui,Noxsha,1938-06-28,DEV-aecafb06f33e,smartphone,901 Garden Road,Floor 11,GREENFIELD,30493,INDIA,25-03-2026 12:00:00,web
SC000259135,,drilek.shanan.p249277@brand-example.test,+999000249277,Drilek hello नमस्ते यार,Shanan,1984-07-14,DEV-2c83ac7570e5,DESKTOP,584 Market Ave,,LakeTown,35835,United States,2025/04/03 12:00:00,WEB
SC000250695,,noxpha.birfiz.p127829@brand-example.test,+999000127829,Noxpha,Birfiz,1994-08-09,KIOSK-DEVICE-1,event kiosk,767 Market Road,Suite 156,hill view,11062,United Kingdom,2025-08-29 17:30:00,Web
SC000210895,,korcam.xonrai.p086937@brand-example.test,+999000086937,Korcam,Xonrai,1940-09-27,KIOSK-DEVICE-1,tablet,7 Ridge St,Suite 195,new town,58261,GBR,2025/04/24 12:00:00,WEB
SC000251358,,guisul.dricra.p176925@brand-example.test,+999000176925,Guisul,Dricra,1962-05-02,KIOSK-DEVICE-1,desktop,847 Park Road,,LakeTown,81841,USA,2024/12/24 12:00:00,web
SC000256054,,tefiz.guibir.p166327@brand-example.test,+999000166327,Lektur 😊,Wulrai,1953-11-19,DEV-015ebe2e293d,MOBILE,723 Park St,Suite 44,hill view,93321,australia,10-02-2025 12:00:00,WEB
SC000221058,,qursha.camnan.p048385@brand-example.test,+999000048385,Qursha,Camnan,1997-06-09,DEV-01dd6c1598f9,KIOSK,996 Lake Ave,Suite 19,metro-city,20775,AUS,04-02-2025 12:00:00,website
SC007000838,,yevbir.nanri.u7000838@brand-example.test,,Yevbir,Nanri,,DEV-94af9325447b,tablet,138 Ridge Road,,Hillview,10838,india,03-04-2026 11:56:02,website
SC000250610,,wulmab.lekyev.p113421@brand-example.test,+999000113421,Wulmab,Lekyev hello नमस्ते यार,1963-02-24,KIOSK-DEVICE-1,desk,498 Park Ave, hello नमस्ते यार,New Town,13078,GB,2025/10/05 12:00:00,web
SC000213426,,qurpre.korlon.p182933@brand-example.test,+999000182933,Qurpre,Korlon,2003-07-10,DEV-9f472a1e2e88,mobile,716 Ridge Road,Suite 185,NEWTOWN,28671,GB,2025-07-15T12:00:00+00:00,Web
SC000259442,,turnox.presek.p185413@brand-example.test,+999000185413,Turnox,Presek,1960-07-09,DEV-bc699eff705a,Desktop,945 Park St,,Hillview,12265,united states,1742558400000,website
SC000270906,,camyev.cammab.p231365@brand-example.test,+999000231365,Camyev,Cammab,1952-02-13,DEV-f756631b3014,event kiosk,547 Market St,Floor 9,Lake Town,45235,India,09-03-25 12:00,WEB
SC007001419,,guimab.drijor.u7001419@brand-example.test,,Guimab,Drijor,,DEV-bd46b062392b,check-in kiosk,719 Ridge Road,,greenfield,11419,GB,04-03-26 11:56,web
SC000221752,,shanan.riyev.p235812@brand-example.test,+999000235812,Shanan,Riyev,1989-05-13,KIOSK-DEVICE-1,TABLET,72 Ridge Ave,,Metro City,11695,UK,04-02-2025 12:00:00,website
SC000213529,,noxsul.shacam.p237230@brand-example.test,,"Noxsul ""quoted, comma""",Shacam,2001-06-26,DEV-7c17bb1fe1cd,kiosk,814 Lake Ave,Floor 9,greenfield,90678,AUS,10-04-2025 12:00:00,website
SC000214153,001110469,wulqur.qurqur.p097877@brand-example.test,,Wulqur,Qurqur hello नमस्ते यार,2002-09-20,DEV-d641e92cd81f,mob,972 Market Ave,Suite 156,Hillview,84949,U.S.,1760011200000,WEB
SC000214446,,crari.qurfiz.p124706@brand-example.test,+999000124706,Crari,Qurfiz,1970-01-01,DEV-2a696db53d00,smartphone,797 Garden Ave,,NEWTOWN,35342,United States,2025-10-31T12:00:00+00:00,web
